Experiment,Cell,Cell_Number,Treatment,Hours_Treatment,Time_Resolution,Frame,Time,X_pole,Y_pole,Pole_velocity
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,1,0,78.612,133.706,
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,2,3.5,78.447,133.87,0.066468344
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,3,7,78.118,133.212,0.21019039
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,4,10.5,76.145,132.883,0.571497853
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,5,14,75.98,132.225,0.193820662
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,6,17.5,72.033,132.39,1.128699233
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,7,21,69.895,133.706,0.717302202
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,8,24.5,66.935,132.719,0.891491252
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,9,28,66.606,133.048,0.132936075
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,10,31.5,67.099,131.896,0.358016417
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,11,35,66.935,132.225,0.105031385
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,12,38.5,68.086,131.403,0.404110007
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,13,42,67.099,132.719,0.47
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,14,45.5,68.086,131.732,0.398808225
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,15,49,67.428,132.225,0.234914314
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,16,52.5,68.086,131.896,0.21019039
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,17,56,68.909,133.377,0.484088877
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,18,59.5,67.593,133.212,0.37894386
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,19,63,67.099,132.225,0.315349498
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-5,1,control_rnai,48,3.5,20,66.5,67.428,132.554,0.132936075
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,1,0,191.595,62.33,
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,2,3.5,190.773,64.797,0.742954554
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,3,7,189.786,70.224,1.576006267
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,4,10.5,185.839,73.842,1.529805456
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,5,14,181.892,74.994,1.174765734
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,6,17.5,179.59,76.474,0.781918311
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,7,21,176.958,75.487,0.803136352
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,8,24.5,174.656,74.5,0.715620068
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,9,28,172.354,71.54,1.07136396
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,10,31.5,168.9,67.757,1.463604859
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,11,35,169.064,63.481,1.222612526
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,12,38.5,172.025,60.686,1.163371104
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,13,42,174.985,60.686,0.845714286
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,14,45.5,175.643,59.37,0.42038078
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,15,49,177.287,59.205,0.472074103
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,16,52.5,180.576,60.192,0.981115151
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,17,56,182.057,60.192,0.423142857
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,18,59.5,183.372,59.863,0.387294751
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,19,63,181.892,59.534,0.433179135
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,2,control_rnai,48,3.5,20,66.5,184.03,60.192,0.639132575
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,1,0,150.645,131.787,
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,2,3.5,150.535,131.787,0.031428571
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,3,7,152.289,132.664,0.560294748
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,4,10.5,150.864,132.664,0.407142857
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,5,14,152.509,132.664,0.47
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,6,17.5,152.947,134.199,0.456076345
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,7,21,151.522,132.883,0.554203308
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,8,24.5,152.947,132.883,0.407142857
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,9,28,153.605,134.199,0.42038078
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,10,31.5,153.057,134.418,0.168611375
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,11,35,152.399,133.98,0.225842278
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,12,38.5,152.618,133.76,0.088691624
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,13,42,153.605,133.651,0.28371443
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,14,45.5,152.728,134.418,0.332880808
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,15,49,152.618,135.734,0.377311218
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,16,52.5,152.07,135.295,0.200616397
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,17,56,152.618,136.063,0.2695617
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,18,59.5,152.728,136.063,0.031428571
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,19,63,150.426,135.186,0.703828191
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-7,3,control_rnai,48,3.5,20,66.5,151.303,134.309,0.354361513
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,41,0,51.476,135.844,
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,42,3.5,50.325,135.515,0.342027806
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,43,7,49.831,136.337,0.27400581
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,44,10.5,49.831,137.488,0.328857143
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,45,14,48.351,136.337,0.53568198
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,46,17.5,47.364,136.008,0.2972541
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,47,21,45.884,135.021,0.508263872
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,48,24.5,44.733,132.061,0.907402707
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,49,28,45.72,129.594,0.7591756
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,50,31.5,44.24,128.114,0.598010306
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,51,35,44.897,126.469,0.50609945
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,52,38.5,46.049,125.483,0.433241225
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,53,42,46.542,123.674,0.535707048
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,54,45.5,47.2,123.345,0.21019039
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,55,49,48.516,122.358,0.47
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,56,52.5,49.009,121.864,0.199404215
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,57,56,48.68,121.042,0.252970112
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,58,59.5,48.844,120.713,0.105031385
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,59,63,48.187,120.549,0.193474145
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,4,control_rnai,48,3.5,60,66.5,48.516,120.22,0.132936075
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,41,0,118.74,141.106,
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,42,3.5,118.411,140.284,0.252970112
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,43,7,118.74,139.955,0.132936075
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,44,10.5,115.451,135.844,1.504221054
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,45,14,112.819,135.35,0.765130908
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,46,17.5,112.819,134.692,0.188
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,47,21,111.339,133.87,0.483700363
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,48,24.5,110.188,132.719,0.465074232
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,49,28,108.872,131.732,0.47
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,50,31.5,107.885,130.581,0.433210134
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,51,35,107.721,128.443,0.612651647
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,52,38.5,108.05,127.127,0.387571929
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,53,42,109.201,126.305,0.404110007
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,54,45.5,110.352,119.891,1.861844532
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,55,49,111.504,119.398,0.358016417
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,56,52.5,112.819,119.891,0.401250494
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,57,56,112.161,120.22,0.21019039
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,58,59.5,113.97,121.864,0.698407343
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,59,63,117.917,124.167,1.305642949
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,ctrl-2day-13,5,control_rnai,48,3.5,60,66.5,115.122,128.278,1.420328964
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,1,0,105.583,94.235,
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,2,3.5,102.952,92.262,0.939600002
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,3,7,101.471,85.519,1.972492673
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,4,10.5,101.143,78.283,2.069551465
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,5,14,97.524,73.678,1.673397766
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,6,17.5,92.755,71.211,1.53408751
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,7,21,87.986,69.895,1.413498107
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,8,24.5,82.559,70.718,1.56829969
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,9,28,80.421,70.224,0.626951158
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,10,31.5,76.967,70.389,0.987982525
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,11,35,77.131,68.086,0.659666273
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,12,38.5,73.678,67.757,0.991039446
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,13,42,74.336,68.415,0.26587215
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,14,45.5,72.527,71.046,0.912258556
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,15,49,71.046,71.869,0.484088877
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,16,52.5,70.718,71.704,0.104903843
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,17,56,71.704,72.198,0.315094025
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,18,59.5,69.402,71.375,0.698484248
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,19,63,69.895,70.718,0.234685721
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-2,6,control_rnai,48,3.5,20,66.5,69.895,70.882,0.046857143
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-3,7,control_rnai,48,3.5,16,0,172.573,55.697,
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-3,7,control_rnai,48,3.5,17,3.5,167.968,58.109,1.485268312
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-3,7,control_rnai,48,3.5,18,7,165.994,68.634,3.059575814
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-3,7,control_rnai,48,3.5,19,10.5,176.52,68.415,3.00807942
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-3,7,control_rnai,48,3.5,20,14,185.291,71.266,2.635064062
2015.01.17.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-gai1-gai2-gai3-gai123-dynactin_gfp2-40x,ctrl-3,7,control_rnai,48,3.5,21,17.5,189.677,71.704,1.259375939
